id,yyyy,mm,pcode,governorate,gender,reach,reach_total,target_total,indicator,indicator_group,partner0,partnertype0,partner1,partnertype1,partner2,partnertype2,partner3,partnertype3,partner4,partnertype4,partner5,partnertype5,partner6,partnertype6,h_reach,h_target_total,h_reach_total,pin_total,pop_total
240,2016,12,29,Amran,boys,1,118,818,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,UNICEF,UN,AMIDEAST,INGO,OHCHR,UN,Intersos,INGO,,,,,,,60,9637,320,810399,1012999
241,2016,12,20,Dhamar,women,0,0,0,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,18,647,28,69468,1761000
242,2016,12,20,Dhamar,women,0,0,0,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,HFY,NGO,,,,,,,,,,,,,18,647,28,69468,1761000
243,2016,12,20,Dhamar,women,0,0,49,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,HFY,NGO,OHCHR,UN,,,,,,,,,,,18,647,28,69468,1761000
244,2016,12,20,Dhamar,women,0,0,0,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,18,647,28,69468,1761000
245,2016,12,20,Dhamar,women,0,0,0,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,18,647,28,69468,1761000
246,2016,12,20,Dhamar,women,18,28,647,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,OHCHR,UN,AMIDEAST,INGO,,,,,,,,,,,18,647,28,69468,1761000
247,2016,12,20,Dhamar,men,0,0,0,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,10,647,28,69468,1761000
248,2016,12,20,Dhamar,men,0,0,0,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,HFY,NGO,,,,,,,,,,,,,10,647,28,69468,1761000
249,2016,12,20,Dhamar,men,0,0,49,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,HFY,NGO,OHCHR,UN,,,,,,,,,,,10,647,28,69468,1761000
250,2016,12,20,Dhamar,men,0,0,0,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,10,647,28,69468,1761000
251,2016,12,20,Dhamar,men,0,0,0,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,10,647,28,69468,1761000
252,2016,12,20,Dhamar,men,10,28,647,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,OHCHR,UN,AMIDEAST,INGO,,,,,,,,,,,10,647,28,69468,1761000
253,2016,12,20,Dhamar,girls,0,0,0,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,0,647,28,69468,1761000
254,2016,12,20,Dhamar,girls,0,0,0,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,HFY,NGO,,,,,,,,,,,,,0,647,28,69468,1761000
255,2016,12,20,Dhamar,girls,0,0,49,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,HFY,NGO,OHCHR,UN,,,,,,,,,,,0,647,28,69468,1761000
256,2016,12,20,Dhamar,girls,0,0,0,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,0,647,28,69468,1761000
257,2016,12,20,Dhamar,girls,0,0,0,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,0,647,28,69468,1761000
258,2016,12,20,Dhamar,girls,0,28,647,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,OHCHR,UN,AMIDEAST,INGO,,,,,,,,,,,0,647,28,69468,1761000
259,2016,12,20,Dhamar,boys,0,0,0,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,0,647,28,69468,1761000
260,2016,12,20,Dhamar,boys,0,0,0,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,HFY,NGO,,,,,,,,,,,,,0,647,28,69468,1761000
261,2016,12,20,Dhamar,boys,0,0,49,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,HFY,NGO,OHCHR,UN,,,,,,,,,,,0,647,28,69468,1761000
262,2016,12,20,Dhamar,boys,0,0,0,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,0,647,28,69468,1761000
263,2016,12,20,Dhamar,boys,0,0,0,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,0,647,28,69468,1761000
264,2016,12,20,Dhamar,boys,0,28,647,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,OHCHR,UN,AMIDEAST,INGO,,,,,,,,,,,0,647,28,69468,1761000
265,2016,12,19,Hadramaut,women,324,539,923,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,346,6840,579,38360,1309321
266,2016,12,19,Hadramaut,women,346,579,1246,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,Intersos,INGO,,,,,,,,,,,,,346,6840,579,38360,1309321
267,2016,12,19,Hadramaut,women,0,0,6840,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,AMIDEAST,INGO,OHCHR,UN,Intersos,INGO,,,,,,,,,346,6840,579,38360,1309321
268,2016,12,19,Hadramaut,women,0,0,0,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,346,6840,579,38360,1309321
269,2016,12,19,Hadramaut,women,0,0,315,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,AMIDEAST,INGO,Intersos,INGO,OHCHR,UN,,,,,,,,,346,6840,579,38360,1309321
270,2016,12,19,Hadramaut,women,117,191,927,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,AMIDEAST,INGO,OHCHR,UN,Intersos,INGO,,,,,,,,,346,6840,579,38360,1309321
271,2016,12,19,Hadramaut,men,203,539,923,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,204,6840,579,38360,1309321
272,2016,12,19,Hadramaut,men,204,579,1246,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,Intersos,INGO,,,,,,,,,,,,,204,6840,579,38360,1309321
273,2016,12,19,Hadramaut,men,0,0,6840,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,AMIDEAST,INGO,OHCHR,UN,Intersos,INGO,,,,,,,,,204,6840,579,38360,1309321
274,2016,12,19,Hadramaut,men,0,0,0,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,204,6840,579,38360,1309321
275,2016,12,19,Hadramaut,men,0,0,315,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,AMIDEAST,INGO,Intersos,INGO,OHCHR,UN,,,,,,,,,204,6840,579,38360,1309321
276,2016,12,19,Hadramaut,men,74,191,927,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,AMIDEAST,INGO,OHCHR,UN,Intersos,INGO,,,,,,,,,204,6840,579,38360,1309321
277,2016,12,19,Hadramaut,girls,2,539,923,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,11,6840,579,38360,1309321
278,2016,12,19,Hadramaut,girls,11,579,1246,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,Intersos,INGO,,,,,,,,,,,,,11,6840,579,38360,1309321
279,2016,12,19,Hadramaut,girls,0,0,6840,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,AMIDEAST,INGO,OHCHR,UN,Intersos,INGO,,,,,,,,,11,6840,579,38360,1309321
280,2016,12,19,Hadramaut,girls,0,0,0,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,11,6840,579,38360,1309321
281,2016,12,19,Hadramaut,girls,0,0,315,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,AMIDEAST,INGO,Intersos,INGO,OHCHR,UN,,,,,,,,,11,6840,579,38360,1309321
282,2016,12,19,Hadramaut,girls,0,191,927,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,AMIDEAST,INGO,OHCHR,UN,Intersos,INGO,,,,,,,,,11,6840,579,38360,1309321
283,2016,12,19,Hadramaut,boys,10,539,923,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,18,6840,579,38360,1309321
284,2016,12,19,Hadramaut,boys,18,579,1246,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,Intersos,INGO,,,,,,,,,,,,,18,6840,579,38360,1309321
285,2016,12,19,Hadramaut,boys,0,0,6840,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,AMIDEAST,INGO,OHCHR,UN,Intersos,INGO,,,,,,,,,18,6840,579,38360,1309321
286,2016,12,19,Hadramaut,boys,0,0,0,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,18,6840,579,38360,1309321
287,2016,12,19,Hadramaut,boys,0,0,315,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,AMIDEAST,INGO,Intersos,INGO,OHCHR,UN,,,,,,,,,18,6840,579,38360,1309321
288,2016,12,19,Hadramaut,boys,0,191,927,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,AMIDEAST,INGO,OHCHR,UN,Intersos,INGO,,,,,,,,,18,6840,579,38360,1309321
289,2016,12,17,Hajjah,women,227,645,5610,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,ADO,NGO,Intersos,INGO,,,,,,,,,,,13802,75426,69507,1567201,1959002
290,2016,12,17,Hajjah,women,1520,6143,4303,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,Intersos,INGO,ADO,NGO,OHCHR,UN,UNDP,UN,,,,,,,13802,75426,69507,1567201,1959002
291,2016,12,17,Hajjah,women,13802,69507,75426,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,AMIDEAST,INGO,OHCHR,UN,ADO,NGO,Intersos,INGO,UNDP,UN,,,,,13802,75426,69507,1567201,1959002
292,2016,12,17,Hajjah,women,109,691,5709,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,CSSW,NGO,,,,,,,,,,,,,13802,75426,69507,1567201,1959002
293,2016,12,17,Hajjah,women,45,80,5735,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,ADO,NGO,,,,,,,,,,,,,13802,75426,69507,1567201,1959002
294,2016,12,17,Hajjah,women,4,29,704,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,AMIDEAST,INGO,ADO,NGO,OHCHR,UN,UNDP,UN,,,,,,,13802,75426,69507,1567201,1959002
295,2016,12,17,Hajjah,men,409,645,5610,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,ADO,NGO,Intersos,INGO,,,,,,,,,,,12830,75426,69507,1567201,1959002
296,2016,12,17,Hajjah,men,2292,6143,4303,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,Intersos,INGO,ADO,NGO,OHCHR,UN,UNDP,UN,,,,,,,12830,75426,69507,1567201,1959002
297,2016,12,17,Hajjah,men,12830,69507,75426,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,AMIDEAST,INGO,OHCHR,UN,ADO,NGO,Intersos,INGO,UNDP,UN,,,,,12830,75426,69507,1567201,1959002
298,2016,12,17,Hajjah,men,582,691,5709,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,CSSW,NGO,,,,,,,,,,,,,12830,75426,69507,1567201,1959002
299,2016,12,17,Hajjah,men,35,80,5735,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,ADO,NGO,,,,,,,,,,,,,12830,75426,69507,1567201,1959002
300,2016,12,17,Hajjah,men,25,29,704,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,AMIDEAST,INGO,ADO,NGO,OHCHR,UN,UNDP,UN,,,,,,,12830,75426,69507,1567201,1959002
301,2016,12,17,Hajjah,girls,4,645,5610,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,ADO,NGO,Intersos,INGO,,,,,,,,,,,20802,75426,69507,1567201,1959002
302,2016,12,17,Hajjah,girls,937,6143,4303,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,Intersos,INGO,ADO,NGO,OHCHR,UN,UNDP,UN,,,,,,,20802,75426,69507,1567201,1959002
303,2016,12,17,Hajjah,girls,20802,69507,75426,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,AMIDEAST,INGO,OHCHR,UN,ADO,NGO,Intersos,INGO,UNDP,UN,,,,,20802,75426,69507,1567201,1959002
304,2016,12,17,Hajjah,girls,0,691,5709,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,CSSW,NGO,,,,,,,,,,,,,20802,75426,69507,1567201,1959002
305,2016,12,17,Hajjah,girls,0,80,5735,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,ADO,NGO,,,,,,,,,,,,,20802,75426,69507,1567201,1959002
306,2016,12,17,Hajjah,girls,0,29,704,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,AMIDEAST,INGO,ADO,NGO,OHCHR,UN,UNDP,UN,,,,,,,20802,75426,69507,1567201,1959002
307,2016,12,17,Hajjah,boys,5,645,5610,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,ADO,NGO,Intersos,INGO,,,,,,,,,,,22073,75426,69507,1567201,1959002
308,2016,12,17,Hajjah,boys,1394,6143,4303,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,Intersos,INGO,ADO,NGO,OHCHR,UN,UNDP,UN,,,,,,,22073,75426,69507,1567201,1959002
309,2016,12,17,Hajjah,boys,22073,69507,75426,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,AMIDEAST,INGO,OHCHR,UN,ADO,NGO,Intersos,INGO,UNDP,UN,,,,,22073,75426,69507,1567201,1959002
310,2016,12,17,Hajjah,boys,0,691,5709,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,CSSW,NGO,,,,,,,,,,,,,22073,75426,69507,1567201,1959002
311,2016,12,17,Hajjah,boys,0,80,5735,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,ADO,NGO,,,,,,,,,,,,,22073,75426,69507,1567201,1959002
312,2016,12,17,Hajjah,boys,0,29,704,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,AMIDEAST,INGO,ADO,NGO,OHCHR,UN,UNDP,UN,,,,,,,22073,75426,69507,1567201,1959002
313,2016,12,11,Ibb,women,0,0,752,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,77,2602,170,531800,2659001
314,2016,12,11,Ibb,women,0,0,1840,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,OHCHR,UN,Intersos,INGO,AMIDEAST,INGO,,,,,,,,,77,2602,170,531800,2659001
315,2016,12,11,Ibb,women,0,0,116,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,AMIDEAST,INGO,OHCHR,UN,,,,,,,,,,,77,2602,170,531800,2659001
316,2016,12,11,Ibb,women,0,0,418,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,77,2602,170,531800,2659001
317,2016,12,11,Ibb,women,0,0,2602,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,77,2602,170,531800,2659001
318,2016,12,11,Ibb,women,77,170,899,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,AMIDEAST,INGO,Intersos,INGO,OHCHR,UN,,,,,,,,,77,2602,170,531800,2659001
319,2016,12,11,Ibb,men,0,0,752,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,93,2602,170,531800,2659001
320,2016,12,11,Ibb,men,0,0,1840,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,OHCHR,UN,Intersos,INGO,AMIDEAST,INGO,,,,,,,,,93,2602,170,531800,2659001
321,2016,12,11,Ibb,men,0,0,116,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,AMIDEAST,INGO,OHCHR,UN,,,,,,,,,,,93,2602,170,531800,2659001
322,2016,12,11,Ibb,men,0,0,418,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,93,2602,170,531800,2659001
323,2016,12,11,Ibb,men,0,0,2602,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,93,2602,170,531800,2659001
324,2016,12,11,Ibb,men,93,170,899,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,AMIDEAST,INGO,Intersos,INGO,OHCHR,UN,,,,,,,,,93,2602,170,531800,2659001
325,2016,12,11,Ibb,girls,0,0,752,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,0,2602,170,531800,2659001
326,2016,12,11,Ibb,girls,0,0,1840,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,OHCHR,UN,Intersos,INGO,AMIDEAST,INGO,,,,,,,,,0,2602,170,531800,2659001
327,2016,12,11,Ibb,girls,0,0,116,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,AMIDEAST,INGO,OHCHR,UN,,,,,,,,,,,0,2602,170,531800,2659001
328,2016,12,11,Ibb,girls,0,0,418,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,0,2602,170,531800,2659001
329,2016,12,11,Ibb,girls,0,0,2602,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,0,2602,170,531800,2659001
330,2016,12,11,Ibb,girls,0,170,899,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,AMIDEAST,INGO,Intersos,INGO,OHCHR,UN,,,,,,,,,0,2602,170,531800,2659001
331,2016,12,11,Ibb,boys,0,0,752,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,,,,,,,,,,,,,,,0,2602,170,531800,2659001
332,2016,12,11,Ibb,boys,0,0,1840,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,OHCHR,UN,Intersos,INGO,AMIDEAST,INGO,,,,,,,,,0,2602,170,531800,2659001
333,2016,12,11,Ibb,boys,0,0,116,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,AMIDEAST,INGO,OHCHR,UN,,,,,,,,,,,0,2602,170,531800,2659001
334,2016,12,11,Ibb,boys,0,0,418,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,0,2602,170,531800,2659001
335,2016,12,11,Ibb,boys,0,0,2602,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,0,2602,170,531800,2659001
336,2016,12,11,Ibb,boys,0,170,899,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,AMIDEAST,INGO,Intersos,INGO,OHCHR,UN,,,,,,,,,0,2602,170,531800,2659001
337,2016,12,25,Lahj,women,0,0,156,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,AMIDEAST,INGO,Intersos,INGO,,,,,,,,,,,17,2055,30,349435,916999
338,2016,12,25,Lahj,women,0,0,769,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,Intersos,INGO,OHCHR,UN,,,,,,,,,,,17,2055,30,349435,916999
339,2016,12,25,Lahj,women,0,0,2055,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,AMIDEAST,INGO,OHCHR,UN,Intersos,INGO,,,,,,,,,17,2055,30,349435,916999
340,2016,12,25,Lahj,women,0,0,60,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,17,2055,30,349435,916999
341,2016,12,25,Lahj,women,0,0,200,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,17,2055,30,349435,916999
342,2016,12,25,Lahj,women,17,30,705,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,AMIDEAST,INGO,OHCHR,UN,Intersos,INGO,,,,,,,,,17,2055,30,349435,916999
343,2016,12,25,Lahj,men,0,0,156,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,AMIDEAST,INGO,Intersos,INGO,,,,,,,,,,,13,2055,30,349435,916999
344,2016,12,25,Lahj,men,0,0,769,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,Intersos,INGO,OHCHR,UN,,,,,,,,,,,13,2055,30,349435,916999
345,2016,12,25,Lahj,men,0,0,2055,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,AMIDEAST,INGO,OHCHR,UN,Intersos,INGO,,,,,,,,,13,2055,30,349435,916999
346,2016,12,25,Lahj,men,0,0,60,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,13,2055,30,349435,916999
347,2016,12,25,Lahj,men,0,0,200,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,13,2055,30,349435,916999
348,2016,12,25,Lahj,men,13,30,705,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,AMIDEAST,INGO,OHCHR,UN,Intersos,INGO,,,,,,,,,13,2055,30,349435,916999
349,2016,12,25,Lahj,girls,0,0,156,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,AMIDEAST,INGO,Intersos,INGO,,,,,,,,,,,0,2055,30,349435,916999
350,2016,12,25,Lahj,girls,0,0,769,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,Intersos,INGO,OHCHR,UN,,,,,,,,,,,0,2055,30,349435,916999
351,2016,12,25,Lahj,girls,0,0,2055,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,AMIDEAST,INGO,OHCHR,UN,Intersos,INGO,,,,,,,,,0,2055,30,349435,916999
352,2016,12,25,Lahj,girls,0,0,60,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,0,2055,30,349435,916999
353,2016,12,25,Lahj,girls,0,0,200,"Conduct evidenced-based advocacy and targeted sensitisation, capacity building and training for relevant stakeholders to improve the protection of IDPs and affected communities",Advocacy and Training,,,,,,,,,,,,,,,0,2055,30,349435,916999
354,2016,12,25,Lahj,girls,0,30,705,Engage in two-way communication with IDPs and affected communities to promote dialogue and accountability,Communication,AMIDEAST,INGO,OHCHR,UN,Intersos,INGO,,,,,,,,,0,2055,30,349435,916999
355,2016,12,25,Lahj,boys,0,0,156,PROTECTION (Provision of timely financial and material assistance to survivors of protection incidents within IDP and other affected communities),Financial and Material Assistance,AMIDEAST,INGO,Intersos,INGO,,,,,,,,,,,0,2055,30,349435,916999
356,2016,12,25,Lahj,boys,0,0,769,PROTECTION (Provision of timely psychosocial support and legal assistance to survivors of protection incidents within IDP and affected communities),Psychosocial Support and Legal Assistance,Intersos,INGO,OHCHR,UN,,,,,,,,,,,0,2055,30,349435,916999
357,2016,12,25,Lahj,boys,0,0,2055,Engage in monitoring of human rights violations and protection challenges through established mechanisms and community based protection networks (CBPNs),Human Rights and Protection Monitoring,AMIDEAST,INGO,OHCHR,UN,Intersos,INGO,,,,,,,,,0,2055,30,349435,916999
358,2016,12,25,Lahj,boys,0,0,60,Support Community Based Protection Networks (CBPNs) and ensure equal participation of women,CBPNs,,,,,,,,,,,,,,,0,2055,30,349435,916999
